Party,Criminal Case,Total Assets,Liabilities,state,Education,isDoctor,isAdvocate,isSC,isST
JD(S),1,60000,320000,RAJASTHAN,Graduate Professional,0.0,0.0,0.0,0.0
Tipra Motha Party,1,8000,4400,ANDHRAPRADESH,10th Pass,0.0,0.0,0.0,0.0
DMK,1,0,3900,BIHAR,Graduate Professional,0.0,0.0,0.0,0.0
YSRCP,0,130000,100,UTTARAKHAND,10th Pass,0.0,0.0,0.0,0.0
BJP,0,80000,100,UTTARAKHAND,Graduate,0.0,0.0,0.0,0.0
BJP,1,30000,2500,DELHI,12th Pass,0.0,0.0,0.0,0.0
SP,1,90000,1900,KARNATAKA,Post Graduate,0.0,0.0,0.0,0.0
AITC,1,100000,6700,BIHAR,Post Graduate,0.0,0.0,0.0,0.0
BJD,0,150000,600,HARYANA,12th Pass,0.0,0.0,0.0,0.0
BJP,1,110000,30000,RAJASTHAN,10th Pass,0.0,0.0,0.0,0.0
BJP,1,170000,20000,TAMILNADU,Post Graduate,0.0,0.0,0.0,0.0
AAP,12,280000,0,KERALA,12th Pass,0.0,1.0,0.0,0.0
BJP,0,40000,20000,ASSAM,10th Pass,0.0,0.0,0.0,0.0
BJP,0,0,0,BIHAR,10th Pass,0.0,0.0,0.0,0.0
BJP,0,80000,5300,UTTARPRADESH,12th Pass,0.0,0.0,0.0,0.0
BJP,1,420000,9300,KARNATAKA,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,20000,70000,BIHAR,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,90000,2400,UTTARPRADESH,Post Graduate,0.0,0.0,0.0,0.0
BJP,5,180000,110000,BIHAR,Literate,1.0,0.0,0.0,0.0
BJP,1,30000,2200,TAMILNADU,Graduate Professional,0.0,0.0,0.0,0.0
AIADMK,4,160000,100,ASSAM,Post Graduate,0.0,0.0,0.0,0.0
CPI(M),1,10000,0,KERALA,Graduate Professional,0.0,1.0,0.0,0.0
BJP,1,40000,200,BIHAR,Graduate,0.0,0.0,0.0,0.0
INC,8,1400,110000,KARNATAKA,12th Pass,1.0,0.0,0.0,0.0
BJP,0,80000,40000,GOA,Doctorate,1.0,0.0,0.0,0.0
BJD,16,4800,18,TAMILNADU,12th Pass,0.0,0.0,0.0,0.0
BJP,1,6610000,3500,MANIPUR,Graduate Professional,0.0,0.0,0.0,0.0
BJP,1,40000,0,BIHAR,10th Pass,1.0,0.0,0.0,0.0
BJP,0,50000,0,WESTBENGAL,Post Graduate,0.0,0.0,0.0,0.0
AAP,1,6700,90000,MAHARASHTRA,10th Pass,0.0,0.0,0.0,0.0
AIADMK,8,2300,3800,TAMILNADU,8th Pass,0.0,0.0,0.0,0.0
BJP,0,80000,10000,UTTARPRADESH,Graduate,0.0,0.0,0.0,0.0
BJP,0,2600,5700,GUJARAT,Graduate,1.0,0.0,0.0,0.0
INC,0,150000,1100,MAHARASHTRA,Graduate Professional,0.0,0.0,0.0,0.0
SP,7,160000,1900,BIHAR,Graduate,0.0,0.0,0.0,0.0
AAP,0,20000,3400,RAJASTHAN,Graduate Professional,0.0,0.0,0.0,0.0
BJP,42,1200,2600,ANDHRAPRADESH,10th Pass,0.0,0.0,0.0,0.0
BJP,0,200000,90000,TAMILNADU,10th Pass,1.0,0.0,0.0,0.0
INC,1,40000,0,JHARKHAND,10th Pass,0.0,0.0,0.0,0.0
BJP,0,0,800,KARNATAKA,12th Pass,0.0,0.0,0.0,0.0
SHS,0,0,700,BIHAR,Graduate Professional,0.0,0.0,0.0,0.0
AAP,6,10000,8100,KARNATAKA,12th Pass,0.0,0.0,0.0,0.0
AAP,0,0,0,MADHYAPRADESH,10th Pass,0.0,0.0,0.0,0.0
AITC,0,1300,30000,ARUNACHALPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
INC,0,50000,3000,MADHYAPRADESH,10th Pass,1.0,0.0,0.0,0.0
DMK,0,1300,630000,HIMACHALPRADESH,8th Pass,0.0,0.0,0.0,0.0
DMK,0,80000,120000,ODISHA,Graduate Professional,1.0,0.0,0.0,0.0
BJP,1,80000,30000,UTTARAKHAND,10th Pass,0.0,0.0,0.0,0.0
AAP,1,1300000,7100,CHHATTISGARH,Graduate,1.0,0.0,0.0,0.0
BJP,0,40000,10000,ANDHRAPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
BJD,1,110000,100,MADHYAPRADESH,12th Pass,0.0,0.0,0.0,0.0
BJP,1,150000,0,TAMILNADU,Graduate,0.0,0.0,0.0,0.0
CPI(M),1,5800,2100,TAMILNADU,Graduate Professional,0.0,0.0,0.0,0.0
INC,8,90000,2100,TAMILNADU,Graduate,0.0,0.0,0.0,0.0
AAP,1,20000,10000,ODISHA,Others,0.0,0.0,0.0,0.0
BJP,0,5800,0,TAMILNADU,12th Pass,0.0,0.0,0.0,0.0
INC,1,6300,50000,DELHI,10th Pass,0.0,0.0,0.0,0.0
DMK,0,80000,40000,KARNATAKA,12th Pass,0.0,0.0,0.0,0.0
BJP,0,20000,10000,KARNATAKA,8th Pass,0.0,0.0,0.0,0.0
BJP,0,0,500,RAJASTHAN,10th Pass,0.0,0.0,0.0,0.0
AAP,14,30000,10000,KARNATAKA,12th Pass,0.0,0.0,0.0,0.0
INC,1,0,2100,RAJASTHAN,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,90000,3900,PUNJAB,12th Pass,0.0,0.0,0.0,0.0
SHS,3,40000,1900,ANDHRAPRADESH,Post Graduate,1.0,0.0,0.0,0.0
AAP,1,6400,2400,ASSAM,10th Pass,1.0,0.0,0.0,0.0
BJP,0,20000,1900,KERALA,Graduate,0.0,0.0,0.0,0.0
DMK,3,70000,60000,GUJARAT,Post Graduate,0.0,0.0,0.0,0.0
BJP,6,610000,20000,ANDHRAPRADESH,12th Pass,0.0,0.0,0.0,0.0
RJD,0,6700,0,ANDHRAPRADESH,12th Pass,0.0,0.0,0.0,0.0
BJP,0,150000,200,RAJASTHAN,Graduate,0.0,0.0,0.0,0.0
DMK,1,20000,0,ANDHRAPRADESH,Graduate,0.0,0.0,0.0,0.0
BJP,0,50000,400,PUNJAB,12th Pass,0.0,0.0,0.0,0.0
BJP,0,10000,0,TAMILNADU,12th Pass,0.0,0.0,0.0,0.0
BJP,1,30000,100,UTTARPRADESH,Post Graduate,0.0,0.0,0.0,0.0
BJP,0,10000,0,UTTARPRADESH,12th Pass,0.0,0.0,0.0,0.0
BJP,0,90000,2300,TAMILNADU,Graduate,0.0,0.0,0.0,0.0
NCP,0,10000,2830000,KARNATAKA,10th Pass,0.0,0.0,0.0,0.0
BJP,1,140000,1800,TAMILNADU,Graduate Professional,0.0,0.0,0.0,0.0
BJD,9,20000,1900,JHARKHAND,Post Graduate,0.0,0.0,0.0,0.0
BJP,6,30000,10000,RAJASTHAN,Graduate Professional,0.0,0.0,0.0,0.0
BJP,3,0,100,RAJASTHAN,12th Pass,0.0,0.0,0.0,0.0
RJD,0,60000,5000,HIMACHALPRADESH,Graduate,0.0,0.0,0.0,0.0
JMM,14,90000,200,BIHAR,Post Graduate,0.0,0.0,0.0,0.0
BJP,0,200000,1100,KARNATAKA,8th Pass,0.0,0.0,0.0,0.0
BJP,0,30000,500,TAMILNADU,10th Pass,0.0,0.0,0.0,0.0
INC,4,120000,400,ANDHRAPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,20000,10000,GUJARAT,12th Pass,0.0,0.0,0.0,0.0
BJP,1,80000,40000,KARNATAKA,Post Graduate,0.0,0.0,0.0,0.0
BJP,0,280000,40000,UTTARPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
BJP,1,30000,10000,MEGHALAYA,Graduate Professional,0.0,0.0,0.0,0.0
SHS,3,0,3900,ANDHRAPRADESH,10th Pass,0.0,0.0,0.0,0.0
BJP,0,20000,100,KARNATAKA,12th Pass,0.0,0.0,0.0,0.0
YSRCP,2,200000,5200,MADHYAPRADESH,10th Pass,0.0,0.0,0.0,0.0
BJP,1,20000,700,KARNATAKA,10th Pass,0.0,0.0,0.0,0.0
SP,0,530000,1000,MAHARASHTRA,Post Graduate,0.0,0.0,0.0,0.0
INC,0,140000,400,MADHYAPRADESH,12th Pass,0.0,0.0,0.0,0.0
BJP,0,90000,6000,TAMILNADU,8th Pass,0.0,0.0,0.0,0.0
YSRCP,0,20000,40000,ASSAM,Graduate,1.0,0.0,0.0,0.0
BJP,0,60000,10000,ASSAM,10th Pass,0.0,0.0,0.0,0.0
BJP,1,0,3000,WESTBENGAL,12th Pass,0.0,0.0,0.0,0.0
INC,0,10000,1600,MAHARASHTRA,12th Pass,0.0,0.0,0.0,0.0
SHS,6,10000,30000,KARNATAKA,Graduate Professional,0.0,0.0,0.0,0.0
INC,6,60000,0,MADHYAPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
CPI(M),0,110000,30000,KERALA,Graduate Professional,0.0,1.0,0.0,0.0
BJP,0,70000,1700,BIHAR,Literate,1.0,0.0,0.0,0.0
AIADMK,5,1750000,30000,MADHYAPRADESH,12th Pass,0.0,0.0,0.0,0.0
BJP,1,110000,3000,RAJASTHAN,12th Pass,0.0,0.0,0.0,0.0
IND,16,6300,3300,KARNATAKA,10th Pass,0.0,0.0,0.0,0.0
AIADMK,0,660000,340000,KARNATAKA,10th Pass,0.0,0.0,0.0,0.0
AAP,1,50000,110000,RAJASTHAN,12th Pass,1.0,0.0,0.0,0.0
DMK,10,140000,400,MAHARASHTRA,Graduate Professional,0.0,0.0,0.0,0.0
JD(U),0,10000,1000,PUDUCHERRY,10th Pass,0.0,0.0,0.0,0.0
BJD,5,30000,10000,TAMILNADU,12th Pass,0.0,0.0,0.0,0.0
INC,19,200000,0,ANDHRAPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
NCP,6,0,2400,KARNATAKA,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,30000,1300,TAMILNADU,8th Pass,0.0,0.0,0.0,0.0
INC,0,0,100,DELHI,Post Graduate,0.0,0.0,0.0,0.0
DMK,16,660000,3300,MADHYAPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
BJP,1,20000,600,BIHAR,Graduate Professional,0.0,0.0,0.0,0.0
INC,1,30000,2300,TRIPURA,12th Pass,0.0,0.0,0.0,0.0
AITC,1,90000,100,KARNATAKA,Graduate,0.0,0.0,0.0,0.0
INC,0,1750000,4500,ASSAM,Graduate,0.0,0.0,0.0,0.0
INC,1,400000,5200,ANDHRAPRADESH,Post Graduate,0.0,0.0,0.0,0.0
RJD,2,130000,10000,HARYANA,Graduate,0.0,0.0,0.0,0.0
BJP,0,70000,10000,UTTARAKHAND,Post Graduate,0.0,0.0,0.0,0.0
JMM,3,20000,500,KARNATAKA,Post Graduate,0.0,0.0,0.0,0.0
INC,0,20000,900,UTTARAKHAND,Literate,0.0,0.0,0.0,0.0
JD(S),0,1900,3400,KARNATAKA,10th Pass,0.0,0.0,0.0,0.0
YSRCP,0,1260000,30000,TAMILNADU,Graduate,0.0,0.0,0.0,0.0
YSRCP,25,8800,200000,ARUNACHALPRADESH,Graduate Professional,1.0,0.0,0.0,0.0
BJP,1,90000,4200,ANDHRAPRADESH,Post Graduate,0.0,0.0,0.0,0.0
DMK,1,50000,40000,TAMILNADU,12th Pass,0.0,0.0,0.0,0.0
BJP,0,40000,600,ANDHRAPRADESH,Post Graduate,0.0,0.0,0.0,0.0
JD(U),2,110000,40000,JHARKHAND,8th Pass,0.0,0.0,0.0,0.0
INC,1,0,10000,KARNATAKA,Graduate,0.0,0.0,0.0,0.0
RJD,0,160000,9900,SIKKIM,10th Pass,0.0,0.0,0.0,0.0
AAP,4,100000,2500,UTTARPRADESH,Graduate,0.0,0.0,0.0,0.0
BJP,1,8400,10000,WESTBENGAL,Graduate,0.0,0.0,0.0,0.0
SP,1,10000,600,KARNATAKA,Graduate Professional,0.0,0.0,0.0,0.0
CPI,0,110000,2900,MAHARASHTRA,Graduate Professional,0.0,0.0,0.0,0.0
IND,3,60000,2900,ANDHRAPRADESH,Post Graduate,0.0,0.0,0.0,0.0
CPI(M),0,40000,3400,GUJARAT,Post Graduate,0.0,0.0,0.0,0.0
BJP,0,270000,1700,TAMILNADU,Graduate,0.0,0.0,0.0,0.0
INC,0,700000,61,GUJARAT,12th Pass,1.0,0.0,0.0,0.0
BJP,1,30000,1000,ANDHRAPRADESH,Graduate,0.0,0.0,0.0,0.0
CPI(M),1,70000,3000,BIHAR,Graduate,0.0,0.0,0.0,0.0
BJP,2,110000,9600,BIHAR,12th Pass,0.0,0.0,0.0,0.0
INC,2,10000,8400,KARNATAKA,Graduate Professional,0.0,0.0,0.0,0.0
AAP,0,30000,9900,TAMILNADU,Graduate,0.0,0.0,0.0,0.0
DMK,12,240000,5300,DELHI,10th Pass,0.0,0.0,0.0,0.0
AAP,1,20000,4100,MAHARASHTRA,10th Pass,0.0,0.0,0.0,0.0
SP,0,900,110000,KARNATAKA,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,10000,400,KARNATAKA,10th Pass,0.0,0.0,0.0,0.0
INC,1,210000,10000,MADHYAPRADESH,Graduate,0.0,0.0,0.0,0.0
BJP,1,20000,1800,BIHAR,10th Pass,0.0,0.0,0.0,0.0
BJD,0,170000,0,TAMILNADU,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,110000,1400,ANDHRAPRADESH,12th Pass,0.0,0.0,0.0,0.0
RJD,1,30000,200,PUNJAB,12th Pass,0.0,0.0,0.0,0.0
BJP,0,400,0,ANDHRAPRADESH,Post Graduate,0.0,0.0,0.0,0.0
BJP,0,230000,1300,UTTARPRADESH,Post Graduate,0.0,0.0,0.0,0.0
INC,0,220000,800,WESTBENGAL,12th Pass,1.0,0.0,0.0,0.0
AAP,0,2700,1170000,TAMILNADU,Graduate,1.0,0.0,0.0,0.0
NPP,7,40000,60000,PUNJAB,10th Pass,0.0,0.0,0.0,0.0
BJP,0,20000,10000,MAHARASHTRA,10th Pass,0.0,0.0,0.0,0.0
BJP,0,40000,0,WESTBENGAL,Post Graduate,0.0,0.0,0.0,0.0
DMK,1,50000,3900,UTTARPRADESH,12th Pass,0.0,0.0,0.0,0.0
BJP,1,400,0,ODISHA,10th Pass,1.0,0.0,0.0,0.0
DMK,1,210000,0,BIHAR,Graduate Professional,0.0,0.0,0.0,0.0
INC,0,3600,140000,PUNJAB,10th Pass,0.0,0.0,0.0,0.0
BJP,1,10000,50000,MAHARASHTRA,Graduate Professional,0.0,0.0,0.0,0.0
BJP,38,4700,50000,ASSAM,Graduate,0.0,0.0,0.0,0.0
AAP,1,40000,10000,UTTARPRADESH,Graduate,0.0,0.0,0.0,0.0
BJP,0,40000,3900,TAMILNADU,8th Pass,0.0,0.0,0.0,0.0
BJP,0,5300,570000,MANIPUR,10th Pass,0.0,0.0,0.0,0.0
BJP,0,300,3900,KARNATAKA,Graduate Professional,1.0,0.0,0.0,0.0
BJP,0,20000,0,BIHAR,10th Pass,0.0,0.0,0.0,0.0
BJP,0,120000,60000,PUDUCHERRY,10th Pass,0.0,0.0,0.0,0.0
BJP,0,0,2200,DELHI,10th Pass,0.0,0.0,0.0,0.0
BJP,0,30000,2500,ANDHRAPRADESH,10th Pass,0.0,0.0,0.0,0.0
AAP,0,100000,8100,MAHARASHTRA,10th Pass,0.0,0.0,0.0,0.0
RJD,0,250000,0,BIHAR,Graduate Professional,0.0,0.0,0.0,0.0
AITC,6,8500,390000,KARNATAKA,10th Pass,0.0,0.0,0.0,0.0
BJP,0,270000,0,UTTARPRADESH,Post Graduate,0.0,0.0,0.0,0.0
AAP,0,10000,100,MAHARASHTRA,8th Pass,0.0,0.0,0.0,0.0
BJP,0,170000,900,UTTARPRADESH,12th Pass,0.0,0.0,0.0,0.0
INC,1,480000,10000,CHHATTISGARH,10th Pass,0.0,0.0,0.0,0.0
BJP,1,40000,0,GUJARAT,Graduate,0.0,0.0,0.0,0.0
CPI(M),0,0,4800,TAMILNADU,Post Graduate,1.0,0.0,0.0,0.0
DMK,0,90000,30000,PUNJAB,10th Pass,0.0,0.0,0.0,0.0
BJP,2,40000,100,ODISHA,12th Pass,1.0,0.0,0.0,0.0
BJP,0,40000,10000,HIMACHALPRADESH,Graduate,0.0,0.0,0.0,0.0
DMK,11,80000,82,MADHYAPRADESH,8th Pass,0.0,0.0,0.0,0.0
JMM,3,0,2200,RAJASTHAN,10th Pass,0.0,0.0,0.0,0.0
CPI,1,290000,60000,TAMILNADU,Others,0.0,0.0,0.0,0.0
BJP,6,20000,0,RAJASTHAN,Post Graduate,0.0,0.0,0.0,0.0
BJP,1,10000,5300,TAMILNADU,Graduate,0.0,0.0,0.0,0.0
BJP,0,20000,3200,BIHAR,10th Pass,0.0,0.0,0.0,0.0
BJP,1,9300,5500,WESTBENGAL,Graduate,0.0,0.0,0.0,0.0
AITC,0,210000,10000,UTTARPRADESH,Post Graduate,0.0,0.0,0.0,0.0
DMK,0,5300,220000,ANDHRAPRADESH,8th Pass,1.0,0.0,0.0,0.0
BJP,0,20000,10000,TAMILNADU,Graduate Professional,0.0,0.0,0.0,0.0
DMK,1,50000,40000,GUJARAT,12th Pass,0.0,0.0,0.0,0.0
BJP,0,150000,300,HARYANA,Graduate Professional,0.0,0.0,0.0,0.0
BJP,7,50000,20000,ANDHRAPRADESH,12th Pass,0.0,0.0,0.0,0.0
BJP,0,150000,100,TAMILNADU,Post Graduate,0.0,0.0,0.0,0.0
IND,0,4900,9700,ANDHRAPRADESH,Post Graduate,0.0,0.0,0.0,0.0
BJP,3,20000,70000,RAJASTHAN,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,90000,50000,BIHAR,12th Pass,0.0,0.0,0.0,0.0
JD(U),0,9100,4600,BIHAR,Graduate Professional,0.0,0.0,0.0,0.0
BJP,3,0,10000,MADHYAPRADESH,Post Graduate,0.0,0.0,0.0,0.0
JD(S),0,400000,200000,ARUNACHALPRADESH,10th Pass,0.0,0.0,0.0,0.0
DMK,0,40000,200,CHHATTISGARH,5th Pass,0.0,0.0,0.0,0.0
BJP,3,100000,3000,KARNATAKA,Graduate,0.0,0.0,0.0,0.0
AAP,0,40000,3200,BIHAR,Graduate,0.0,0.0,0.0,0.0
BJP,0,150000,140000,MEGHALAYA,Graduate,0.0,0.0,0.0,0.0
BJP,1,20000,2300,TAMILNADU,10th Pass,0.0,0.0,0.0,0.0
BJP,3,120000,0,MADHYAPRADESH,12th Pass,0.0,0.0,0.0,0.0
BJP,0,10000,2000,KARNATAKA,Graduate,1.0,0.0,0.0,0.0
INC,0,150000,100,MADHYAPRADESH,Doctorate,1.0,0.0,0.0,0.0
BJP,1,10000,500,MAHARASHTRA,Graduate Professional,0.0,0.0,0.0,0.0
JD(U),1,100,30000,BIHAR,10th Pass,0.0,0.0,0.0,0.0
BJP,6,4410000,0,ANDHRAPRADESH,Post Graduate,0.0,0.0,0.0,0.0
INC,1,230000,10000,GUJARAT,10th Pass,0.0,0.0,0.0,0.0
INC,1,20000,10000,DELHI,Graduate Professional,0.0,0.0,0.0,0.0
NCP,1,20000,100,UTTARPRADESH,12th Pass,0.0,0.0,0.0,0.0
BJP,0,20000,1900,BIHAR,10th Pass,0.0,0.0,0.0,0.0
DMK,1,140000,1900,WESTBENGAL,Graduate,0.0,0.0,0.0,0.0
BJP,0,540000,180000,HIMACHALPRADESH,10th Pass,0.0,0.0,0.0,0.0
BJP,1,90000,100,MADHYAPRADESH,Post Graduate,0.0,0.0,0.0,0.0
BJP,0,6700,10000,ASSAM,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,4350000,90000,GUJARAT,Graduate,0.0,0.0,0.0,0.0
BJP,6,50000,0,DELHI,8th Pass,0.0,0.0,0.0,0.0
INC,1,1300,2800,MAHARASHTRA,10th Pass,0.0,0.0,0.0,0.0
BJP,1,20000,10000,UTTARPRADESH,Graduate,0.0,0.0,0.0,0.0
BJP,5,1600,10000,MAHARASHTRA,10th Pass,0.0,0.0,0.0,0.0
JD(S),0,7500,2000,BIHAR,Graduate,0.0,0.0,0.0,0.0
CPI,0,20000,9600,SIKKIM,12th Pass,0.0,0.0,0.0,0.0
DMK,1,20000,30000,DELHI,Post Graduate,0.0,0.0,0.0,0.0
BJP,1,190000,10000,TAMILNADU,Graduate,0.0,0.0,0.0,0.0
YSRCP,6,420000,1500,KERALA,Graduate Professional,0.0,0.0,0.0,0.0
INC,1,1200,56,KARNATAKA,12th Pass,0.0,0.0,0.0,0.0
BJP,1,90000,2500,WESTBENGAL,Post Graduate,0.0,0.0,0.0,0.0
BJP,0,4400,100,KARNATAKA,Post Graduate,0.0,0.0,0.0,0.0
CPI(M),1,8700,5100,TAMILNADU,Graduate Professional,0.0,0.0,0.0,0.0
BJP,1,110000,10000,ARUNACHALPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
RJD,0,60000,10000,BIHAR,Post Graduate,0.0,0.0,0.0,0.0
BJP,0,270000,1600,KARNATAKA,Graduate,0.0,0.0,0.0,0.0
INC,0,40000,900,RAJASTHAN,Post Graduate,0.0,0.0,0.0,0.0
INC,0,0,2300,GUJARAT,Graduate,0.0,0.0,0.0,0.0
CPI(M),29,7800,8200,TAMILNADU,10th Pass,0.0,0.0,0.0,0.0
DMK,0,220000,10000,UTTARAKHAND,Graduate Professional,0.0,0.0,0.0,0.0
AAP,0,60000,10000,RAJASTHAN,Graduate Professional,0.0,0.0,0.0,0.0
JD(S),1,320000,0,MAHARASHTRA,Graduate Professional,0.0,0.0,0.0,0.0
BJP,1,30000,1000,MADHYAPRADESH,Graduate,0.0,0.0,0.0,0.0
INC,46,1020000,1400,KARNATAKA,Graduate,0.0,0.0,0.0,0.0
BJP,0,20000,20000,TAMILNADU,12th Pass,0.0,0.0,0.0,0.0
BJP,2,20000,5500,GOA,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,200000,10000,KERALA,10th Pass,0.0,0.0,0.0,0.0
CPI(M),1,210000,6100,ASSAM,Graduate,0.0,0.0,0.0,0.0
AAP,0,80000,40000,MEGHALAYA,10th Pass,0.0,0.0,0.0,0.0
BJP,0,1300000,5700,BIHAR,12th Pass,1.0,0.0,0.0,0.0
BJP,1,10000,2800,JHARKHAND,Post Graduate,0.0,0.0,0.0,0.0
BJP,0,20000,2500,BIHAR,10th Pass,1.0,0.0,0.0,0.0
JD(S),47,1220000,56,ODISHA,Graduate Professional,0.0,0.0,0.0,0.0
BJD,1,200000,20000,UTTARPRADESH,10th Pass,0.0,0.0,0.0,0.0
BJP,0,120000,2300,KARNATAKA,Post Graduate,0.0,0.0,0.0,0.0
BJP,30,1070000,570000,BIHAR,Post Graduate,1.0,0.0,0.0,0.0
DMK,8,160000,630000,TRIPURA,12th Pass,0.0,0.0,0.0,0.0
BJP,0,30000,300,MAHARASHTRA,10th Pass,0.0,0.0,0.0,0.0
AITC,0,20000,0,RAJASTHAN,Graduate Professional,0.0,0.0,0.0,0.0
DMK,6,10000,1300,PUNJAB,Post Graduate,0.0,0.0,0.0,0.0
BJP,12,30000,3800,TAMILNADU,8th Pass,0.0,0.0,0.0,0.0
YSRCP,0,4900,10000,HARYANA,12th Pass,0.0,0.0,0.0,0.0
BJP,0,20000,0,DELHI,Others,0.0,0.0,0.0,0.0
INC,2,50000,40000,DELHI,Post Graduate,0.0,0.0,0.0,0.0
YSRCP,1,20000,2830000,KARNATAKA,12th Pass,0.0,0.0,0.0,0.0
BJP,0,80000,1300,MADHYAPRADESH,Graduate,0.0,0.0,0.0,0.0
BJP,5,10000,0,MADHYAPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
DMK,0,4900,180000,TAMILNADU,10th Pass,0.0,0.0,0.0,0.0
BJP,1,10000,2300,ANDHRAPRADESH,12th Pass,0.0,0.0,0.0,0.0
IND,1,70000,30000,RAJASTHAN,10th Pass,0.0,0.0,0.0,0.0
INC,2,20000,1200,MAHARASHTRA,10th Pass,0.0,0.0,0.0,0.0
CPI(M),2,1600,6200,KERALA,Graduate Professional,0.0,1.0,0.0,0.0
BJP,1,10000,200,TAMILNADU,Post Graduate,0.0,0.0,0.0,0.0
BJP,0,120000,10000,DELHI,Graduate Professional,0.0,0.0,0.0,0.0
BJP,1,0,1200,WESTBENGAL,12th Pass,0.0,0.0,0.0,0.0
BJP,2,8700,2300,UTTARPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
INC,2,150000,6000,KARNATAKA,Graduate Professional,1.0,0.0,0.0,0.0
BJP,2,60000,0,TAMILNADU,12th Pass,0.0,0.0,0.0,0.0
SP,1,130000,50000,DELHI,Graduate Professional,0.0,0.0,0.0,0.0
BJP,1,20000,0,MAHARASHTRA,Graduate Professional,0.0,0.0,0.0,0.0
BJD,1,9800,4400,MANIPUR,Graduate,0.0,0.0,0.0,0.0
BJP,0,370000,10000,GUJARAT,12th Pass,1.0,0.0,0.0,0.0
IND,0,8000,2400,HIMACHALPRADESH,Graduate,0.0,0.0,0.0,0.0
BJP,2,1020000,14,ARUNACHALPRADESH,10th Pass,1.0,0.0,0.0,0.0
TDP,1,0,1700,UTTARPRADESH,Graduate,0.0,0.0,0.0,0.0
BJP,0,1900,1800,MADHYAPRADESH,Graduate,0.0,0.0,0.0,0.0
BJD,1,0,2900,MADHYAPRADESH,Graduate,0.0,0.0,0.0,0.0
Tipra Motha Party,0,80000,2000,UTTARPRADESH,Post Graduate,0.0,0.0,0.0,0.0
BJP,21,3300,6200,BIHAR,Post Graduate,0.0,0.0,0.0,0.0
SP,0,20000,2500,BIHAR,Graduate Professional,0.0,0.0,0.0,0.0
SP,1,4390000,90000,MAHARASHTRA,Graduate,0.0,0.0,0.0,0.0
DMK,0,150000,1500,JHARKHAND,10th Pass,0.0,0.0,0.0,0.0
TDP,0,8700,5800,MAHARASHTRA,Graduate,0.0,0.0,0.0,0.0
BJP,0,70000,0,MAHARASHTRA,10th Pass,0.0,0.0,0.0,0.0
BJD,1,20000,8800,PUNJAB,12th Pass,0.0,0.0,0.0,0.0
BJP,0,50000,0,TAMILNADU,Graduate,0.0,0.0,0.0,0.0
BJP,0,90000,1900,UTTARPRADESH,12th Pass,0.0,0.0,0.0,0.0
BJP,1,90000,0,TAMILNADU,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,30000,10000,RAJASTHAN,10th Pass,0.0,0.0,0.0,0.0
BJP,0,0,2000,TRIPURA,12th Pass,0.0,0.0,0.0,0.0
BJP,1,1210000,2300,ASSAM,Graduate,0.0,0.0,0.0,0.0
INC,1,150000,40000,TAMILNADU,Graduate Professional,0.0,0.0,0.0,0.0
DMK,0,90000,4700,KARNATAKA,Graduate,0.0,0.0,0.0,0.0
DMK,0,0,6300,PUNJAB,Post Graduate,0.0,0.0,0.0,0.0
BJP,8,20000,2000,TAMILNADU,10th Pass,0.0,0.0,0.0,0.0
JD(S),0,1070000,9600,HIMACHALPRADESH,Graduate,0.0,0.0,0.0,0.0
BJP,0,0,20000,UTTARPRADESH,10th Pass,0.0,0.0,0.0,0.0
AAP,0,110000,1600,TAMILNADU,Graduate Professional,1.0,0.0,0.0,0.0
BJD,0,0,2900,HARYANA,12th Pass,0.0,0.0,0.0,0.0
BJP,0,120000,20000,BIHAR,10th Pass,0.0,0.0,0.0,0.0
JMM,1,70000,1700,DELHI,8th Pass,0.0,0.0,0.0,0.0
DMK,0,50000,10000,KARNATAKA,Graduate Professional,0.0,0.0,0.0,0.0
DMK,1,1400,4000,GUJARAT,10th Pass,0.0,0.0,0.0,0.0
BJP,29,60000,1600,TAMILNADU,10th Pass,0.0,0.0,0.0,0.0
BJP,0,80000,300,MADHYAPRADESH,Graduate,0.0,0.0,0.0,0.0
CPI(M),1,3900,300,MADHYAPRADESH,Graduate,0.0,0.0,0.0,0.0
BJP,6,20000,0,KARNATAKA,Graduate Professional,0.0,0.0,0.0,0.0
