ID,Candidate,Constituency ∇,Party,Criminal Case,Total Assets,Liabilities,state,Education
1238,"Aradhana Mishra, Mona",RAMPUR KHAS,INC,6,34 Crore+,0,UTTAR PRADESH,10th Pass
1239,Pinki Singh,ASMOLI,SP,1,6 Crore+,27 Lac+,UTTARPRADESH,Graduate Professional
1240,Ramapati Shastri,MANKAPUR (SC),BJP,0,4 Crore+,0,UTTARPRADESH,Graduate
1241,Kr.Periyakaruppan,TIRUPPATHUR,DMK,18,8 Crore+,82 Lac+,TAMILNADU,Graduate
1242,Bishnu Prasad Sharma,KURSEONG,BJP,7,23 Lac+,0,WESTBENGAL,10th Pass
1243,Ajay Vishnoi,PATAN,BJP,0,12 Crore+,9 Lac+,MADHYAPRADESH,Graduate
1244,P. Angalane,THIRUBHUVANAI (SC),IND,1,1 Crore+,23 Lac+,PUDUCHERRY,Post Graduate
1245,Raj Sinha,DHANBAD,BJP,0,3 Crore+,6 Lac+,JHARKHAND,Post Graduate
1246,Appalaraju Seediri,PALASA,YSRCP,4,1 Crore+,60 Lac+,ANDHRAPRADESH,Post Graduate
1247,Dr M C Sudhakar,CHINTAMANI,INC,0,65 Crore+,2 Crore+,KARNATAKA,Post Graduate
1248,Sohanlal Balmik,PARASIA (SC),INC,0,2 Crore+,1 Crore+,MADHYAPRADESH,12th Pass
1249,Dr. Manoj Kumar,HAMIRPUR,BJP,0,1 Crore+,53 Lac+,UTTARPRADESH,Doctorate
1250,Surendra Patwa,BHOJPUR,BJP,173,66 Crore+,57 Crore+,MADHYAPRADESH,Post Graduate
1251,S. Raghu,C.V. RAMANNNAGAR (SC),BJP,0,42 Crore+,2 Crore+,KARNATAKA,Graduate Professional
1252,Laisam Simai,NAMPONG,BJP,0,75 Lac+,0,ARUNACHALPRADESH,Graduate
1253,Govindasamy.A,PAPPIREDDIPATTI,AIADMK,0,2 Crore+,22 Lac+,TAMILNADU,12th Pass
1254,Jiwan Singh Sangowal,GILL (SC),AAP,0,95 Lac+,0,PUNJAB,10th Pass
1255,Prem Pal Singh Dhangar,TUNDLA (SC),BJP,0,1 Crore+,3 Lac+,UTTARPRADESH,Graduate
1256,Surendra Kumar Kushwaha,FAZILNAGAR,BJP,0,0,4 Lac+,UTTARPRADESH,Post Graduate
1257,Krishnendu Paul,PATHARKANDI,BJP,0,5 Crore+,2 Crore+,ASSAM,Graduate
1258,Samir Kumar Mahaseth,MADHUBANI,RJD,0,24 Crore+,28 Lac+,BIHAR,Post Graduate
1259,Nafees Ahmad,GOPALPUR,SP,1,1 Crore+,0,UTTARPRADESH,Post Graduate
1260,Kailash Nath,TULSIPUR,BJP,0,1 Crore+,4 Lac+,UTTARPRADESH,Graduate Professional
1261,Govind Singh Dotasra,LACHHMANGARH,INC,0,3 Crore+,51 Lac+,RAJASTHAN,Graduate Professional
1262,Gomati Sai,PATHALGAON (ST),BJP,0,15 Lac+,0,CHHATTISGARH,12th Pass
1263,Ashutosh Maurya Alias Raju,BISAULI (SC),SP,0,30 Crore+,0,UTTARPRADESH,10th Pass
1264,Aleixo Reginaldo Lourenco,CURTORIM,IND,0,0,49 Lac+,GOA,10th Pass
1265,Chandreshwar Prasad Singh,RANCHI,BJP,0,5 Crore+,70 Lac+,JHARKHAND,Graduate Professional
1266,Sundar K,UTHIRAMERUR,DMK,3,3 Crore+,0,TAMILNADU,Graduate
1267,Jogeshwar Garg,JALORE (SC),BJP,1,2 Crore+,28 Lac+,RAJASTHAN,Graduate
1268,Lalit Yadav,MUNDAWAR,INC,1,43 Lac+,0,RAJASTHAN,Graduate
1269,Hiranmoy Chattopadhyaya,KHARAGPUR SADAR,BJP,2,0,60 Lac+,WESTBENGAL,Graduate
1270,Dr. Amandeep Kaur Arora,MOGA,AAP,0,0,48 Lac+,PUNJAB,Graduate Professional
1271,Narasingha Mishra,BOLANGIR,INC,0,5 Crore+,68 Lac+,ODISHA,Graduate Professional
1272,Vasudev Devnani,AJMER NORTH,BJP,0,6 Crore+,65 Lac+,RAJASTHAN,Graduate Professional
1273,Babulal Kharadi,JHADOL (ST),BJP,0,1 Crore+,40 Lac+,RAJASTHAN,10th Pass
1274,Atul Vallabh Benke,JUNNAR,NCP,1,16 Crore+,4 Crore+,MAHARASHTRA,Graduate Professional
1275,Krishnanandan Paswan,HARSIDHI (SC),BJP,0,1 Crore+,59 Lac+,BIHAR,12th Pass
1276,Sharana Gowda Kandakur,GURMITKAL,JD(S),3,2 Crore+,30 Lac+,KARNATAKA,Graduate
1277,Umakant Sharma,SIRONJ,BJP,1,54 Lac+,6 Lac+,MADHYAPRADESH,Graduate
1278,Bala Bachchan,RAJPUR (ST),INC,0,17 Crore+,43 Lac+,MADHYAPRADESH,Graduate Professional
1279,Kangujam Ranjit Singh,SUGNOO,INC,0,4 Crore+,39 Lac+,MANIPUR,12th Pass
1280,Dr. Neeraj Bora,LUCKNOW NORTH,BJP,0,9 Crore+,1 Crore+,UTTARPRADESH,Post Graduate
1281,Amar Kumar Bauri,CHANDANKIYARI (SC),BJP,0,89 Lac+,2 Lac+,JHARKHAND,Post Graduate
1282,Raju Chakraborty (Raj),BARRACKPUR,AITC,0,0,2 Crore+,WESTBENGAL,12th Pass
1283,Indra,BAMANWAS (ST),INC,0,2 Crore+,47 Lac+,RAJASTHAN,Post Graduate
1284,Rakesh Sachan,BHOGNIPUR,BJP,6,37 Crore+,8 Crore+,UTTARPRADESH,Post Graduate
1285,Sandeep Shriprasad Jaiswal,MURWARA,BJP,1,10 Crore+,1 Crore+,MADHYAPRADESH,Post Graduate
1286,Saumen Kumar Mahapatra,TAMLUK,AITC,3,8 Crore+,1 Crore+,WESTBENGAL,Doctorate
1287,Peedika Rajanna Dora,SALUR,YSRCP,0,2 Crore+,23 Lac+,ANDHRAPRADESH,Post Graduate
1288,Thomas K Thomas,KUTTANAD,NCP,0,4 Crore+,25 Lac+,KERALA,10th Pass
1289,Heeralal Nagar,SANGOD,BJP,1,9 Crore+,97 Lac+,RAJASTHAN,Graduate
1290,Karunanithi,PALLAVARAM,DMK,12,1 Crore+,20 Lac+,TAMILNADU,10th Pass
1291,Vishwajit Pratapsingh Rane,VALPOI,BJP,0,23 Crore+,11 Crore+,GOA,Graduate
1292,S.Kathiravan,MANACHANALLUR,DMK,99,121 Crore+,9 Crore+,TAMILNADU,12th Pass
1293,Dr. Celestine Lyngdoh,UMSNING (ST),INC,0,8 Crore+,0,MEGHALAYA,Post Graduate
1294,Vishwanath Ram,RAJPUR (SC),INC,0,76 Lac+,8 Lac+,BIHAR,Graduate
1295,Neeraj Singh Lodhi,BARGI,BJP,1,6 Crore+,46 Lac+,MADHYAPRADESH,Post Graduate
1296,P. Paiwang Konyak,TIZIT (ST),BJP,0,0,0,NAGALAND,Graduate
1297,Nilangekar Sambhaji Diliprao Patil,NILANGA,BJP,2,6 Crore+,9 Lac+,MAHARASHTRA,Others
1298,M. Noushad,ERAVIPURAM,CPI(M),4,56 Lac+,11 Lac+,KERALA,12th Pass
1299,Vikas Shankarrao Kumbhare,NAGPUR CENTRAL,BJP,9,1 Crore+,9 Lac+,MAHARASHTRA,12th Pass
1300,Ashok Kumar Bal,KOREI,BJD,0,0,12 Thou+,ODISHA,Graduate Professional
1301,Subhash Gangoli,SAFIDON,INC,0,18 Crore+,2 Crore+,HARYANA,Post Graduate
1302,Gogawale Bharat Maruti,MAHAD,SHS,1,0,21 Lac+,MAHARASHTRA,8th Pass
1303,Bharat Chandra Narah,NAOBOICHA,INC,1,21 Crore+,1 Crore+,ASSAM,Post Graduate
1304,Prakash Dwivedi,BANDA,BJP,1,27 Crore+,5 Crore+,UTTARPRADESH,Graduate
1305,Joraram Kumawat,SUMERPUR,BJP,0,2 Crore+,32 Lac+,RAJASTHAN,5th Pass
1306,Mohammed Nawab Malik,ANUSHAKTI NAGAR,NCP,0,5 Crore+,45 Lac+,MAHARASHTRA,12th Pass
1307,"Vaithilingam, R.",ORATHANADU,AIADMK,0,3 Crore+,60 Lac+,TAMIL NADU,10th Pass
1308,Bhagawana Ram Saini,UDAIPURWATI,INC,0,1 Crore+,40 Lac+,RAJASTHAN,Post Graduate
1309,Iqbal Mehmood,SAMBHAL,SP,0,10 Crore+,1 Lac+,UTTARPRADESH,Graduate
1310,Ashish Butail,PALAMPUR,INC,0,30 Crore+,7 Crore+,HIMACHALPRADESH,Graduate
1311,K Shadakshari,TIPTUR,INC,0,10 Crore+,4 Crore+,KARNATAKA,Graduate
1312,Samir Trimbakrao Kunawar,HINGANGHAT,BJP,0,10 Crore+,30 Lac+,MAHARASHTRA,12th Pass
1313,Arun Kumar,MAVELIKARA,CPI(M),5,12 Lac+,3 Lac+,KERALA,Graduate
1314,Apurba Chowdhury (Achal),MONGALKOTE,AITC,0,47 Lac+,0,WESTBENGAL,10th Pass
1315,Jawalgaonkar Madhavrao Nivruttirao Patil,HADGAON,INC,0,2 Crore+,15 Lac+,MAHARASHTRA,Graduate
1316,Umesh Sharma Kau,RAIPUR,BJP,0,7 Crore+,18 Lac+,UTTARAKHAND,Graduate
1317,Jaya Narayan Mishra,SAMBALPUR,BJP,11,1 Crore+,8 Lac+,ODISHA,Graduate
1318,Madan Sahni,BAHADURPUR,JD(U),2,2 Crore+,3 Lac+,BIHAR,Graduate
1319,T. J. Vinod,ERANAKULAM,INC,23,3 Crore+,19 Lac+,KERALA,12th Pass
1320,Arjunsinh Udesinh Chauhan,MEHMEDABAD,BJP,0,84 Lac+,0,GUJARAT,Graduate
1321,Ram Vitthal Satpute,MALSHIRAS (SC),BJP,3,10 Lac+,75 Thou+,MAHARASHTRA,Graduate Professional
1322,Jimmy D. Sangma,TIKRIKILLA (ST),NPP,0,88 Lac+,0,MEGHALAYA,12th Pass
1323,Rahul Uattamrao Dhikle,NASHIK EAST,BJP,1,7 Crore+,58 Lac+,MAHARASHTRA,Graduate Professional
1324,Bhudeo Choudhary,DHORAIYA (SC),RJD,4,1 Crore+,13 Lac+,BIHAR,Graduate Professional
1325,Alam Badi,NIZAMABAD,SP,0,50 Lac+,0,UTTARPRADESH,12th Pass
1326,Dr. Suresh Dhakar,BEGUN,BJP,0,4 Crore+,1 Crore+,RAJASTHAN,Doctorate
1327,Jayantibhai Somabhai Patel (J.S. Patel),MANSA,BJP,0,661 Crore+,233 Crore+,GUJARAT,10th Pass
1328,Indrani Devi,BHINGA,SP,2,4 Crore+,15 Lac+,UTTARPRADESH,12th Pass
1329,Parimal Sukla Baidya,DHOLAI (SC),BJP,0,1 Crore+,0,ASSAM,Graduate
1330,Sona Ram Sinku,JAGANATHPUR (ST),INC,0,21 Lac+,5 Lac+,JHARKHAND,8th Pass
1331,Chaitram Atami,DANTEWADA (ST),BJP,0,40 Lac+,4 Lac+,CHHATTISGARH,12th Pass
1332,Ashutosh Ashokrao Kale,KOPARGAON,NCP,2,18 Crore+,88 Lac+,MAHARASHTRA,Post Graduate
1333,Khalil Uddin Mazumder,KATIGORA,INC,0,2 Crore+,39 Lac+,ASSAM,8th Pass
1334,O.Panneerselvam,BODINAYAKKANUR,AIADMK,0,7 Crore+,2 Crore+,TAMILNADU,Graduate
1335,Jonnalagadda Padmavathy,SINGANAMALA,YSRCP,4,4 Crore+,41 Lac+,ANDHRAPRADESH,Post Graduate
1336,Ravindra Singh Bhati,SHEO,IND,6,22 Lac+,0,RAJASTHAN,Graduate Professional
1337,Purna Chandra Baka,CHITRAKONDA,BJD,0,12 Lac+,0,ODISHA,10th Pass
1338,Chandrapal Singh,DEBAI,BJP,0,0,0,UTTARPRADESH,8th Pass
1339,Suresha B S,HEBBAL,INC,2,648 Crore+,114 Crore+,KARNATAKA,12th Pass
1340,Sharwan Kumar,SURAJGARH,INC,0,2 Crore+,81 Lac+,RAJASTHAN,10th Pass
1341,Aruna Chaudhary,DINA NAGAR (SC),INC,0,7 Crore+,0,PUNJAB,Graduate Professional
1342,Phiroja Bibi,PANSKURA PASCHIM,AITC,2,20 Lac+,0,WESTBENGAL,8th Pass
1343,Sri Bhaskar Madhei,UDALA,BJP,1,19 Lac+,0,ODISHA,10th Pass
1344,Gautam Kumar,BARI SADRI,BJP,0,3 Crore+,88 Lac+,RAJASTHAN,12th Pass
1345,Vishesh Ravi,KAROL BAGH,AAP,0,19 Lac+,0,DELHI,10th Pass
1346,Mayankeshwar Sharan Singh,TILOI,BJP,3,58 Crore+,27 Lac+,UTTARPRADESH,Graduate
1347,Ram Feran,SHRAWASTI,BJP,0,9 Crore+,1 Crore+,UTTARPRADESH,10th Pass
1348,Mahesh (Dada) Kisan Landge,BHOSARI,BJP,1,2 Crore+,0,MAHARASHTRA,Graduate
1349,Udaysing Sardarsing Rajput,KANNAD,SHS,0,4 Crore+,47 Lac+,MAHARASHTRA,Graduate
1350,Phundelal Singh Marko,PUSHPRAJGARH (ST),INC,1,2 Crore+,97 Lac+,MADHYAPRADESH,Post Graduate
1351,Vinod Bhayana,HANSI,BJP,1,3 Crore+,49 Lac+,HARYANA,Graduate
1352,Bidesh Ranjan Bose,ULUBERIA PURBA,AITC,0,1 Crore+,6 Lac+,WESTBENGAL,Graduate
1353,Dr. Shivaraj Patil,RAICHUR,BJP,0,0,5 Crore+,KARNATAKA,Post Graduate
1354,Nara Bharath Reddy,BELLARY CITY,INC,2,91 Crore+,34 Crore+,KARNATAKA,Graduate
1355,Siddharth Saurav,BIKRAM,INC,6,3 Crore+,0,BIHAR,12th Pass
1356,Biman Banerjee,BARUIPUR PASCHIM,AITC,0,2 Crore+,0,WESTBENGAL,Post Graduate
1357,Ramniwas Rawat,VIJAYPUR,INC,1,7 Crore+,44 Lac+,MADHYAPRADESH,Post Graduate
1358,Durga Prasad Yadav,AZAMGARH,SP,3,22 Crore+,12 Lac+,UTTARPRADESH,Graduate Professional
1359,Chavda Meghjibhai Amarabhai,KALAVAD (SC),BJP,0,1 Crore+,33 Lac+,GUJARAT,Graduate
1360,Vikram Mandavi,BIJAPUR (ST),INC,0,73 Lac+,22 Lac+,CHHATTISGARH,12th Pass
1361,Vidya Jaiprakash Thakur,GOREGAON,BJP,0,17 Crore+,4 Crore+,MAHARASHTRA,8th Pass
1362,Rabindra Nath Maity,BHAGABANPUR,BJP,1,73 Lac+,25 Lac+,WESTBENGAL,12th Pass
1363,Piyush Ranjan Nishad,KARACHHANA,BJP,2,9 Crore+,89 Lac+,UTTARPRADESH,12th Pass
1364,Guru Prasad Maurya,PHAPHAMAU,BJP,0,1 Crore+,3 Lac+,UTTARPRADESH,Graduate
1365,Diwan Singh Bisht,RAMNAGAR,BJP,0,4 Crore+,2 Lac+,UTTARAKHAND,Post Graduate
1366,Bhanu Pratap Shahi,BHAWANATHPUR,BJP,6,4 Crore+,72 Lac+,JHARKHAND,Graduate
1367,Prabhu Narayan Yadav,SAKALDIHA,SP,6,1 Crore+,19 Lac+,UTTARPRADESH,Graduate
1368,T.S. Srivathsa,KRISHNARAJA,BJP,0,48 Lac+,1 Lac+,KARNATAKA,Graduate
1369,Niladri Sekhar Dana,BANKURA,BJP,0,1 Crore+,0,WESTBENGAL,12th Pass
1370,Mukesh Kumar Pal,PALLAHARA,BJD,1,0,13 Lac+,ODISHA,Graduate
1371,Vijay Shanker Dubey,MAHARAJGANJ,INC,1,5 Crore+,0,BIHAR,Graduate
1372,Satpal Singh Satti,UNA,BJP,1,2 Crore+,5 Lac+,HIMACHALPRADESH,Post Graduate
1373,Dharam Lal Kaushik,BILHA,BJP,0,9 Crore+,0,CHHATTISGARH,Post Graduate
